id:ID,label,file_type,category,source_file,labels:LABEL
paper_0553_general_svr_gs_spatially_variant_regularization_for_probabilistic_m,SVR-GS Spatially Variant Regularization for Probabilistic M,document,General,0553_[General]_SVR-GS Spatially Variant Regularization for Probabilistic M.md,Entity;Document;General
paper_0554_general_splatfill_3d_scene_inpainting_via_depth_guided_gaussian_spl,SplatFill 3D Scene Inpainting via Depth-Guided Gaussian Spl,document,General,0554_[General]_SplatFill 3D Scene Inpainting via Depth-Guided Gaussian Spl.md,Entity;Document;General
paper_0555_general_panolam_large_avatar_model_for_gaussian_full_head_synthesis,PanoLAM Large Avatar Model for Gaussian Full-Head Synthesis,document,General,0555_[General]_PanoLAM Large Avatar Model for Gaussian Full-Head Synthesis.md,Entity;Document;General
paper_0556_general_accurate_and_complete_surface_reconstruction_from_3d_gaussia,Accurate and Complete Surface Reconstruction from 3D Gaussia,document,General,0556_[General]_Accurate and Complete Surface Reconstruction from 3D Gaussia.md,Entity;Document;General
paper_0557_general_dreamlifting_a_plug_in_module_lifting_mv_diffusion_models_f,DreamLifting A Plug-in Module Lifting MV Diffusion Models f,document,General,0557_[General]_DreamLifting A Plug-in Module Lifting MV Diffusion Models f.md,Entity;Document;General
paper_0558_general_3dof_quantization_3dgs_quantization_for_large_scenes_with_l,3DOF+Quantization 3DGS quantization for large scenes with l,document,General,0558_[General]_3DOF+Quantization 3DGS quantization for large scenes with l.md,Entity;Document;General
paper_0559_general_reconstruction_and_reenactment_separated_method_for_realisti,Reconstruction and Reenactment Separated Method for Realisti,document,General,0559_[General]_Reconstruction and Reenactment Separated Method for Realisti.md,Entity;Document;General
paper_0560_general_visibility_aware_language_aggregation_for_open_vocabulary_se,Visibility-Aware Language Aggregation for Open-Vocabulary Se,document,General,0560_[General]_Visibility-Aware Language Aggregation for Open-Vocabulary Se.md,Entity;Document;General
paper_0561_general_geosplat_a_deep_dive_into_geometry_constrained_gaussian_spl,GeoSplat A Deep Dive into Geometry-Constrained Gaussian Spl,document,General,0561_[General]_GeoSplat A Deep Dive into Geometry-Constrained Gaussian Spl.md,Entity;Document;General
paper_0562_general_ssgaussian_semantic_aware_and_structure_preserving_3d_style,SSGaussian Semantic-Aware and Structure-Preserving 3D Style,document,General,0562_[General]_SSGaussian Semantic-Aware and Structure-Preserving 3D Style.md,Entity;Document;General
paper_0563_general_contrags_codebook_condensed_and_trainable_gaussian_splattin,ContraGS Codebook-Condensed and Trainable Gaussian Splattin,document,General,0563_[General]_ContraGS Codebook-Condensed and Trainable Gaussian Splattin.md,Entity;Document;General
paper_0564_general_grmm_real_time_high_fidelity_gaussian_morphable_head_model,GRMM Real-Time High-Fidelity Gaussian Morphable Head Model,document,General,0564_[General]_GRMM Real-Time High-Fidelity Gaussian Morphable Head Model.md,Entity;Document;General
paper_0565_general_2d_gaussian_splatting_with_semantic_alignment_for_image_inpa,2D Gaussian Splatting with Semantic Alignment for Image Inpa,document,General,0565_[General]_2D Gaussian Splatting with Semantic Alignment for Image Inpa.md,Entity;Document;General
paper_0566_general_upgs_unified_pose_aware_gaussian_splatting_for_dynamic_scen,UPGS Unified Pose-aware Gaussian Splatting for Dynamic Scen,document,General,0566_[General]_UPGS Unified Pose-aware Gaussian Splatting for Dynamic Scen.md,Entity;Document;General
paper_0567_general_swagsplatting_semantic_guided_water_scene_augmented_gaussia,SWAGSplatting Semantic-guided Water-scene Augmented Gaussia,document,General,0567_[General]_SWAGSplatting Semantic-guided Water-scene Augmented Gaussia.md,Entity;Document;General
paper_0568_general_marksplatter_generalizable_watermarking_for_3d_gaussian_spl,MarkSplatter Generalizable Watermarking for 3D Gaussian Spl,document,General,0568_[General]_MarkSplatter Generalizable Watermarking for 3D Gaussian Spl.md,Entity;Document;General
paper_0569_general_complete_gaussian_splats_from_a_single_image_with_denoising,Complete Gaussian Splats from a Single Image with Denoising,document,General,0569_[General]_Complete Gaussian Splats from a Single Image with Denoising.md,Entity;Document;General
paper_0570_general_scale_gs_efficient_scalable_gaussian_splatting_via_redundan,Scale-GS Efficient Scalable Gaussian Splatting via Redundan,document,General,0570_[General]_Scale-GS Efficient Scalable Gaussian Splatting via Redundan.md,Entity;Document;General
paper_0571_general_args_advanced_regularization_on_aligning_gaussians_over_the,ARGS Advanced Regularization on Aligning Gaussians over the,document,General,0571_[General]_ARGS Advanced Regularization on Aligning Gaussians over the.md,Entity;Document;General
paper_0572_general_drivinggaussian_towards_realistic_reconstruction_and_edit,DrivingGaussian++ Towards Realistic Reconstruction and Edit,document,General,0572_[General]_DrivingGaussian++ Towards Realistic Reconstruction and Edit.md,Entity;Document;General
paper_0573_general_avatarback_back_head_generation_for_complete_3d_avatars_fro,AvatarBack Back-Head Generation for Complete 3D Avatars fro,document,General,0573_[General]_AvatarBack Back-Head Generation for Complete 3D Avatars fro.md,Entity;Document;General
paper_0574_general_realistic_and_controllable_3d_gaussian_guided_object_editing,Realistic and Controllable 3D Gaussian-Guided Object Editing,document,General,0574_[General]_Realistic and Controllable 3D Gaussian-Guided Object Editing.md,Entity;Document;General
paper_0575_general_mapo_motion_aware_partitioning_of_deformable_3d_gaussian_sp,MAPo Motion-Aware Partitioning of Deformable 3D Gaussian Sp,document,General,0575_[General]_MAPo Motion-Aware Partitioning of Deformable 3D Gaussian Sp.md,Entity;Document;General
paper_0576_general_style4d_bench_a_benchmark_suite_for_4d_stylization,Style4D-Bench A Benchmark Suite for 4D Stylization,document,General,0576_[General]_Style4D-Bench A Benchmark Suite for 4D Stylization.md,Entity;Document;General
paper_0577_general_colorgs_high_fidelity_surgical_scene_reconstruction_with_co,ColorGS High-fidelity Surgical Scene Reconstruction with Co,document,General,0577_[General]_ColorGS High-fidelity Surgical Scene Reconstruction with Co.md,Entity;Document;General
paper_0578_general_fastavatar_instant_3d_gaussian_splatting_for_faces_from_sin,FastAvatar Instant 3D Gaussian Splatting for Faces from Sin,document,General,0578_[General]_FastAvatar Instant 3D Gaussian Splatting for Faces from Sin.md,Entity;Document;General
paper_0579_general_idu_incremental_dynamic_update_of_existing_3d_virtual_envir,IDU Incremental Dynamic Update of Existing 3D Virtual Envir,document,General,0579_[General]_IDU Incremental Dynamic Update of Existing 3D Virtual Envir.md,Entity;Document;General
paper_0580_general_pixie_fast_and_generalizable_supervised_learning_of_3d_phys,Pixie Fast and Generalizable Supervised Learning of 3D Phys,document,General,0580_[General]_Pixie Fast and Generalizable Supervised Learning of 3D Phys.md,Entity;Document;General
paper_0581_general_fiducial_marker_splatting_for_high_fidelity_robotics_simulat,Fiducial Marker Splatting for High-Fidelity Robotics Simulat,document,General,0581_[General]_Fiducial Marker Splatting for High-Fidelity Robotics Simulat.md,Entity;Document;General
paper_0582_general_enhancing_novel_view_synthesis_from_extremely_sparse_views_w,Enhancing Novel View Synthesis from extremely sparse views w,document,General,0582_[General]_Enhancing Novel View Synthesis from extremely sparse views w.md,Entity;Document;General
paper_0583_general_drivesplat_decoupled_driving_scene_reconstruction_with_geom,DriveSplat Decoupled Driving Scene Reconstruction with Geom,document,General,0583_[General]_DriveSplat Decoupled Driving Scene Reconstruction with Geom.md,Entity;Document;General
paper_0584_general_image_conditioned_3d_gaussian_splat_quantization,Image-Conditioned 3D Gaussian Splat Quantization,document,General,0584_[General]_Image-Conditioned 3D Gaussian Splat Quantization.md,Entity;Document;General
paper_0585_general_mess_city_mesh_guided_outdoor_scene_generation_with_cross_v,MeSS City Mesh-Guided Outdoor Scene Generation with Cross-V,document,General,0585_[General]_MeSS City Mesh-Guided Outdoor Scene Generation with Cross-V.md,Entity;Document;General
paper_0586_general_zero_shot_volumetric_ct_super_resolution_using_3d_gaussian_s,Zero-shot Volumetric CT Super-Resolution using 3D Gaussian S,document,General,0586_[General]_Zero-shot Volumetric CT Super-Resolution using 3D Gaussian S.md,Entity;Document;General
paper_0587_general_snap_snap_taking_two_images_to_reconstruct_3d_human_gaussia,Snap-Snap Taking Two Images to Reconstruct 3D Human Gaussia,document,General,0587_[General]_Snap-Snap Taking Two Images to Reconstruct 3D Human Gaussia.md,Entity;Document;General
paper_0588_general_gsfix3d_diffusion_guided_repair_of_novel_views_in_gaussian,GSFix3D Diffusion-Guided Repair of Novel Views in Gaussian,document,General,0588_[General]_GSFix3D Diffusion-Guided Repair of Novel Views in Gaussian.md,Entity;Document;General
paper_0589_general_gems_efficient_gaussian_splatting_for_extreme_motion_blur,GeMS Efficient Gaussian Splatting for Extreme Motion Blur,document,General,0589_[General]_GeMS Efficient Gaussian Splatting for Extreme Motion Blur.md,Entity;Document;General
paper_0590_general_gogs_high_fidelity_geometry_and_relighting_for_glossy_objec,GOGS High-Fidelity Geometry and Relighting for Glossy Objec,document,General,0590_[General]_GOGS High-Fidelity Geometry and Relighting for Glossy Objec.md,Entity;Document;General
paper_0591_general_from_slices_to_structures_unsupervised_3d_reconstruction_of,From Slices to Structures Unsupervised 3D Reconstruction of,document,General,0591_[General]_From Slices to Structures Unsupervised 3D Reconstruction of.md,Entity;Document;General
paper_0592_general_d_3_talker_dual_branch_decoupled_deformation_fields_for_few,D^3-Talker Dual-Branch Decoupled Deformation Fields for Few,document,General,0592_[General]_D^3-Talker Dual-Branch Decoupled Deformation Fields for Few.md,Entity;Document;General
paper_0593_general_reconstruction_using_the_invisible_intuition_from_nir_and_m,Reconstruction Using the Invisible Intuition from NIR and M,document,General,0593_[General]_Reconstruction Using the Invisible Intuition from NIR and M.md,Entity;Document;General
paper_0594_general_gala_guided_attention_with_language_alignment_for_open_voca,GALA Guided Attention with Language Alignment for Open Voca,document,General,0594_[General]_GALA Guided Attention with Language Alignment for Open Voca.md,Entity;Document;General
paper_0595_general_distilled_3dgsdistilled_3d_gaussian_splatting,Distilled-3DGSDistilled 3D Gaussian Splatting,document,General,0595_[General]_Distilled-3DGSDistilled 3D Gaussian Splatting.md,Entity;Document;General
paper_0596_general_online_3d_gaussian_splatting_modeling_with_novel_view_select,Online 3D Gaussian Splatting Modeling with Novel View Select,document,General,0596_[General]_Online 3D Gaussian Splatting Modeling with Novel View Select.md,Entity;Document;General
paper_0597_general_physgm_large_physical_gaussian_model_for_feed_forward_4d_sy,PhysGM Large Physical Gaussian Model for Feed-Forward 4D Sy,document,General,0597_[General]_PhysGM Large Physical Gaussian Model for Feed-Forward 4D Sy.md,Entity;Document;General
paper_0598_general_eavatar_expression_aware_head_avatar_reconstruction_with_ge,EAvatar Expression-Aware Head Avatar Reconstruction with Ge,document,General,0598_[General]_EAvatar Expression-Aware Head Avatar Reconstruction with Ge.md,Entity;Document;General
paper_0599_general_innergs_internal_scenes_rendering_via_factorized_3d_gaussia,InnerGS Internal Scenes Rendering via Factorized 3D Gaussia,document,General,0599_[General]_InnerGS Internal Scenes Rendering via Factorized 3D Gaussia.md,Entity;Document;General
paper_0600_general_igfuse_interactive_3d_gaussian_scene_reconstruction_via_mul,IGFuse Interactive 3D Gaussian Scene Reconstruction via Mul,document,General,0600_[General]_IGFuse Interactive 3D Gaussian Scene Reconstruction via Mul.md,Entity;Document;General
paper_0601_general_improving_densification_in_3d_gaussian_splatting_for_high_fi,Improving Densification in 3D Gaussian Splatting for High-Fi,document,General,0601_[General]_Improving Densification in 3D Gaussian Splatting for High-Fi.md,Entity;Document;General
paper_0602_general_instdrive_instance_aware_3d_gaussian_splatting_for_driving,InstDrive Instance-Aware 3D Gaussian Splatting for Driving,document,General,0602_[General]_InstDrive Instance-Aware 3D Gaussian Splatting for Driving.md,Entity;Document;General
paper_0603_general_complicitsplat_downstream_models_are_vulnerable_to_blackbox,ComplicitSplat Downstream Models are Vulnerable to Blackbox,document,General,0603_[General]_ComplicitSplat Downstream Models are Vulnerable to Blackbox.md,Entity;Document;General
paper_0604_general_multi_sample_anti_aliasing_and_constrained_optimization_for,Multi-Sample Anti-Aliasing and Constrained Optimization for,document,General,0604_[General]_Multi-Sample Anti-Aliasing and Constrained Optimization for.md,Entity;Document;General
paper_0605_general_entropygs_an_efficient_entropy_coding_on_3d_gaussian_splatt,EntropyGS An Efficient Entropy Coding on 3D Gaussian Splatt,document,General,0605_[General]_EntropyGS An Efficient Entropy Coding on 3D Gaussian Splatt.md,Entity;Document;General
paper_0606_general_gsfixer_improving_3d_gaussian_splatting_with_reference_guid,GSFixer Improving 3D Gaussian Splatting with Reference-Guid,document,General,0606_[General]_GSFixer Improving 3D Gaussian Splatting with Reference-Guid.md,Entity;Document;General
paper_0607_general_semantic_aware_dropsplat_adaptive_pruning_of_redundant_gaus,Semantic-aware DropSplat Adaptive Pruning of Redundant Gaus,document,General,0607_[General]_Semantic-aware DropSplat Adaptive Pruning of Redundant Gaus.md,Entity;Document;General
paper_0608_general_dualphys_gs_dual_physically_guided_3d_gaussian_splatting_fo,DualPhys-GS Dual Physically-Guided 3D Gaussian Splatting fo,document,General,0608_[General]_DualPhys-GS Dual Physically-Guided 3D Gaussian Splatting fo.md,Entity;Document;General
paper_0609_general_skysplat_generalizable_3d_gaussian_splatting_from_multi_tem,SkySplat Generalizable 3D Gaussian Splatting from Multi-Tem,document,General,0609_[General]_SkySplat Generalizable 3D Gaussian Splatting from Multi-Tem.md,Entity;Document;General
paper_0610_general_sagonline_segment_any_gaussians_online,SAGOnline Segment Any Gaussians Online,document,General,0610_[General]_SAGOnline Segment Any Gaussians Online.md,Entity;Document;General
paper_0611_general_neeco_image_synthesis_of_novel_instrument_states_based_on_d,NeeCo Image Synthesis of Novel Instrument States Based on D,document,General,0611_[General]_NeeCo Image Synthesis of Novel Instrument States Based on D.md,Entity;Document;General
paper_0612_general_touch_augmented_gaussian_splatting_for_enhanced_3d_scene_rec,Touch-Augmented Gaussian Splatting for Enhanced 3D Scene Rec,document,General,0612_[General]_Touch-Augmented Gaussian Splatting for Enhanced 3D Scene Rec.md,Entity;Document;General
paper_0613_general_novel_view_synthesis_with_gaussian_splatting_impact_on_phot,Novel View Synthesis with Gaussian Splatting Impact on Phot,document,General,0613_[General]_Novel View Synthesis with Gaussian Splatting Impact on Phot.md,Entity;Document;General
paper_0614_general_dip_gs_deep_image_prior_for_gaussian_splatting_sparse_view,DIP-GS Deep Image Prior For Gaussian Splatting Sparse View,document,General,0614_[General]_DIP-GS Deep Image Prior For Gaussian Splatting Sparse View.md,Entity;Document;General
paper_0615_general_fading_the_digital_ink_a_universal_black_box_attack_framewo,Fading the Digital Ink A Universal Black-Box Attack Framewo,document,General,0615_[General]_Fading the Digital Ink A Universal Black-Box Attack Framewo.md,Entity;Document;General
paper_0616_general_3d_gaussian_representations_with_motion_trajectory_field_for,3D Gaussian Representations with Motion Trajectory Field for,document,General,0616_[General]_3D Gaussian Representations with Motion Trajectory Field for.md,Entity;Document;General
paper_0617_general_3dgs_vbench_a_comprehensive_video_quality_evaluation_benchm,3DGS-VBench A Comprehensive Video Quality Evaluation Benchm,document,General,0617_[General]_3DGS-VBench A Comprehensive Video Quality Evaluation Benchm.md,Entity;Document;General
paper_0618_general_evaluating_fisheye_compatible_3d_gaussian_splatting_methods,Evaluating Fisheye-Compatible 3D Gaussian Splatting Methods,document,General,0618_[General]_Evaluating Fisheye-Compatible 3D Gaussian Splatting Methods.md,Entity;Document;General
paper_0619_general_uw_3dgs_underwater_3d_reconstruction_with_physics_aware_gau,UW-3DGS Underwater 3D Reconstruction with Physics-Aware Gau,document,General,0619_[General]_UW-3DGS Underwater 3D Reconstruction with Physics-Aware Gau.md,Entity;Document;General
paper_0620_general_a_3dgs_diffusion_self_supervised_framework_for_normal_estima,A 3DGS-Diffusion Self-Supervised Framework for Normal Estima,document,General,0620_[General]_A 3DGS-Diffusion Self-Supervised Framework for Normal Estima.md,Entity;Document;General
paper_0621_general_refining_gaussian_splatting_a_volumetric_densification_appr,Refining Gaussian Splatting A Volumetric Densification Appr,document,General,0621_[General]_Refining Gaussian Splatting A Volumetric Densification Appr.md,Entity;Document;General
paper_0622_general_ugod_uncertainty_guided_differentiable_opacity_and_soft_dro,UGOD Uncertainty-Guided Differentiable Opacity and Soft Dro,document,General,0622_[General]_UGOD Uncertainty-Guided Differentiable Opacity and Soft Dro.md,Entity;Document;General
paper_0623_general_laplacian_analysis_meets_dynamics_modelling_gaussian_splatt,Laplacian Analysis Meets Dynamics Modelling Gaussian Splatt,document,General,0623_[General]_Laplacian Analysis Meets Dynamics Modelling Gaussian Splatt.md,Entity;Document;General
paper_0624_general_perceive_sample_compress_towards_real_time_3d_gaussian_spla,Perceive-Sample-Compress Towards Real-Time 3D Gaussian Spla,document,General,0624_[General]_Perceive-Sample-Compress Towards Real-Time 3D Gaussian Spla.md,Entity;Document;General
paper_0625_general_cryogs_gaussian_splatting_for_cryo_em_homogeneous_reconstru,CryoGS Gaussian Splatting for Cryo-EM Homogeneous Reconstru,document,General,0625_[General]_CryoGS Gaussian Splatting for Cryo-EM Homogeneous Reconstru.md,Entity;Document;General
paper_0626_general_surf3r_rapid_surface_reconstruction_from_sparse_rgb_views_i,Surf3R Rapid Surface Reconstruction from Sparse RGB Views i,document,General,0626_[General]_Surf3R Rapid Surface Reconstruction from Sparse RGB Views i.md,Entity;Document;General
paper_0627_general_splitgaussian_reconstructing_dynamic_scenes_via_visual_geom,SplitGaussian Reconstructing Dynamic Scenes via Visual Geom,document,General,0627_[General]_SplitGaussian Reconstructing Dynamic Scenes via Visual Geom.md,Entity;Document;General
paper_0628_general_det_gs_depth_and_edge_aware_regularization_for_high_fideli,DET-GS Depth- and Edge-Aware Regularization for High-Fideli,document,General,0628_[General]_DET-GS Depth- and Edge-Aware Regularization for High-Fideli.md,Entity;Document;General
paper_0629_general_rlgs_reinforcement_learning_based_adaptive_hyperparameter_t,RLGS Reinforcement Learning-Based Adaptive Hyperparameter T,document,General,0629_[General]_RLGS Reinforcement Learning-Based Adaptive Hyperparameter T.md,Entity;Document;General
paper_0630_general_duplex_gs_proxy_guided_weighted_blending_for_real_time_orde,Duplex-GS Proxy-Guided Weighted Blending for Real-Time Orde,document,General,0630_[General]_Duplex-GS Proxy-Guided Weighted Blending for Real-Time Orde.md,Entity;Document;General
paper_0631_general_robustgs_unified_boosting_of_feedforward_3d_gaussian_splatt,RobustGS Unified Boosting of Feedforward 3D Gaussian Splatt,document,General,0631_[General]_RobustGS Unified Boosting of Feedforward 3D Gaussian Splatt.md,Entity;Document;General
paper_0633_general_genie_gaussian_encoding_for_neural_radiance_fields_interact,GENIE Gaussian Encoding for Neural Radiance Fields Interact,document,General,0633_[General]_GENIE Gaussian Encoding for Neural Radiance Fields Interact.md,Entity;Document;General
paper_0634_general_pmgs_reconstruction_of_projectile_motion_across_large_spati,PMGS Reconstruction of Projectile Motion across Large Spati,document,General,0634_[General]_PMGS Reconstruction of Projectile Motion across Large Spati.md,Entity;Document;General
paper_0635_general_gr_gaussian_graph_based_radiative_gaussian_splatting_for_sp,GR-Gaussian Graph-Based Radiative Gaussian Splatting for Sp,document,General,0635_[General]_GR-Gaussian Graph-Based Radiative Gaussian Splatting for Sp.md,Entity;Document;General
paper_0636_general_splatssc_decoupled_depth_guided_gaussian_splatting_for_sema,SplatSSC Decoupled Depth-Guided Gaussian Splatting for Sema,document,General,0636_[General]_SplatSSC Decoupled Depth-Guided Gaussian Splatting for Sema.md,Entity;Document;General
paper_0637_general_ag2aussian_anchor_graph_structured_gaussian_splatting_for_i,AG2aussian Anchor-Graph Structured Gaussian Splatting for I,document,General,0637_[General]_AG2aussian Anchor-Graph Structured Gaussian Splatting for I.md,Entity;Document;General
paper_0638_general_mogaface_momentum_guided_and_texture_aware_gaussian_avatars,MoGaFace Momentum-Guided and Texture-Aware Gaussian Avatars,document,General,0638_[General]_MoGaFace Momentum-Guided and Texture-Aware Gaussian Avatars.md,Entity;Document;General
paper_0639_general_pointgauss_point_cloud_guided_multi_object_segmentation_for,PointGauss Point Cloud-Guided Multi-Object Segmentation for,document,General,0639_[General]_PointGauss Point Cloud-Guided Multi-Object Segmentation for.md,Entity;Document;General
paper_0640_general_seqaffordsplat_scene_level_sequential_affordance_reasoning,SeqAffordSplat Scene-level Sequential Affordance Reasoning,document,General,0640_[General]_SeqAffordSplat Scene-level Sequential Affordance Reasoning.md,Entity;Document;General
paper_0641_general_enhanced_velocity_field_modeling_for_gaussian_video_reconstr,Enhanced Velocity Field Modeling for Gaussian Video Reconstr,document,General,0641_[General]_Enhanced Velocity Field Modeling for Gaussian Video Reconstr.md,Entity;Document;General
paper_0642_general_i2v_gs_infrastructure_to_vehicle_view_transformation_with_g,I2V-GS Infrastructure-to-Vehicle View Transformation with G,document,General,0642_[General]_I2V-GS Infrastructure-to-Vehicle View Transformation with G.md,Entity;Document;General
paper_0643_general_ufv_splatter_pose_free_feed_forward_3d_gaussian_splatting_a,UFV-Splatter Pose-Free Feed-Forward 3D Gaussian Splatting A,document,General,0643_[General]_UFV-Splatter Pose-Free Feed-Forward 3D Gaussian Splatting A.md,Entity;Document;General
paper_0644_general_multieditor_controllable_multimodal_object_editing_for_driv,MultiEditor Controllable Multimodal Object Editing for Driv,document,General,0644_[General]_MultiEditor Controllable Multimodal Object Editing for Driv.md,Entity;Document;General
paper_0645_general_decomposing_densification_in_gaussian_splatting_for_faster_3,Decomposing Densification in Gaussian Splatting for Faster 3,document,General,0645_[General]_Decomposing Densification in Gaussian Splatting for Faster 3.md,Entity;Document;General
paper_0646_general_rags_unleashing_3d_gaussian_splatting_from_4d_radar_and_mon,RaGS Unleashing 3D Gaussian Splatting from 4D Radar and Mon,document,General,0646_[General]_RaGS Unleashing 3D Gaussian Splatting from 4D Radar and Mon.md,Entity;Document;General
paper_0647_general_taking_language_embedded_3d_gaussian_splatting_into_the_wild,Taking Language Embedded 3D Gaussian Splatting into the Wild,document,General,0647_[General]_Taking Language Embedded 3D Gaussian Splatting into the Wild.md,Entity;Document;General
paper_0648_general_gscache_real_time_radiance_caching_for_volume_path_tracing,GSCache Real-Time Radiance Caching for Volume Path Tracing,document,General,0648_[General]_GSCache Real-Time Radiance Caching for Volume Path Tracing.md,Entity;Document;General
paper_0649_general_gaussian_set_surface_reconstruction_through_per_gaussian_opt,Gaussian Set Surface Reconstruction through Per-Gaussian Opt,document,General,0649_[General]_Gaussian Set Surface Reconstruction through Per-Gaussian Opt.md,Entity;Document;General
paper_0650_general_learning_efficient_and_generalizable_human_representation_wi,Learning Efficient and Generalizable Human Representation wi,document,General,0650_[General]_Learning Efficient and Generalizable Human Representation wi.md,Entity;Document;General
paper_0651_general_unposed_3dgs_reconstruction_with_probabilistic_procrustes_ma,Unposed 3DGS Reconstruction with Probabilistic Procrustes Ma,document,General,0651_[General]_Unposed 3DGS Reconstruction with Probabilistic Procrustes Ma.md,Entity;Document;General
paper_0652_general_gaussianfusionocc_a_seamless_sensor_fusion_approach_for_3d,GaussianFusionOcc A Seamless Sensor Fusion Approach for 3D,document,General,0652_[General]_GaussianFusionOcc A Seamless Sensor Fusion Approach for 3D.md,Entity;Document;General
paper_0653_general_mvg4d_image_matrix_based_multi_view_and_motion_generation_f,MVG4D Image Matrix-Based Multi-View and Motion Generation f,document,General,0653_[General]_MVG4D Image Matrix-Based Multi-View and Motion Generation f.md,Entity;Document;General
paper_0654_general_ps_gs_gaussian_splatting_for_multi_view_photometric_stereo,PS-GS Gaussian Splatting for Multi-View Photometric Stereo,document,General,0654_[General]_PS-GS Gaussian Splatting for Multi-View Photometric Stereo.md,Entity;Document;General
paper_0655_general_high_fidelity_3d_gaussian_inpainting_preserving_multi_view,High-fidelity 3D Gaussian Inpainting preserving multi-view,document,General,0655_[General]_High-fidelity 3D Gaussian Inpainting preserving multi-view.md,Entity;Document;General
paper_0656_general_streamme_simplify_3d_gaussian_avatar_within_live_stream,StreamME Simplify 3D Gaussian Avatar within Live Stream,document,General,0656_[General]_StreamME Simplify 3D Gaussian Avatar within Live Stream.md,Entity;Document;General
paper_0657_general_appearance_harmonization_via_bilateral_grid_prediction_with,Appearance Harmonization via Bilateral Grid Prediction with,document,General,0657_[General]_Appearance Harmonization via Bilateral Grid Prediction with.md,Entity;Document;General
paper_0658_general_hi_2_gsloc_dual_hierarchical_gaussian_specific_visual_reloc,Hi^2-GSLoc Dual-Hierarchical Gaussian-Specific Visual Reloc,document,General,0658_[General]_Hi^2-GSLoc Dual-Hierarchical Gaussian-Specific Visual Reloc.md,Entity;Document;General
paper_0659_general_adaptive_3d_gaussian_splatting_video_streaming_visual_salie,Adaptive 3D Gaussian Splatting Video Streaming Visual Salie,document,General,0659_[General]_Adaptive 3D Gaussian Splatting Video Streaming Visual Salie.md,Entity;Document;General
paper_0660_general_adaptive_3d_gaussian_splatting_video_streaming,Adaptive 3D Gaussian Splatting Video Streaming,document,General,0660_[General]_Adaptive 3D Gaussian Splatting Video Streaming.md,Entity;Document;General
paper_0661_general_dreamscene_3d_gaussian_based_end_to_end_text_to_3d_scene_ge,DreamScene 3D Gaussian-based End-to-end Text-to-3D Scene Ge,document,General,0661_[General]_DreamScene 3D Gaussian-based End-to-end Text-to-3D Scene Ge.md,Entity;Document;General
paper_0662_general_pcr_gs_colmap_free_3d_gaussian_splatting_via_pose_co_regula,PCR-GS COLMAP-Free 3D Gaussian Splatting via Pose Co-Regula,document,General,0662_[General]_PCR-GS COLMAP-Free 3D Gaussian Splatting via Pose Co-Regula.md,Entity;Document;General
paper_0663_general_volseggs_segmentation_and_tracking_in_dynamic_volumetric_sc,VolSegGS Segmentation and Tracking in Dynamic Volumetric Sc,document,General,0663_[General]_VolSegGS Segmentation and Tracking in Dynamic Volumetric Sc.md,Entity;Document;General
paper_0664_general_wavelet_gs_3d_gaussian_splatting_with_wavelet_decomposition,Wavelet-GS 3D Gaussian Splatting with Wavelet Decomposition,document,General,0664_[General]_Wavelet-GS 3D Gaussian Splatting with Wavelet Decomposition.md,Entity;Document;General
paper_0665_general_brum_robust_3d_vehicle_reconstruction_from_360_sparse_image,BRUM Robust 3D Vehicle Reconstruction from 360 Sparse Image,document,General,0665_[General]_BRUM Robust 3D Vehicle Reconstruction from 360 Sparse Image.md,Entity;Document;General
paper_0666_general_dark_evgs_event_camera_as_an_eye_for_radiance_field_in_the,Dark-EvGS Event Camera as an Eye for Radiance Field in the,document,General,0666_[General]_Dark-EvGS Event Camera as an Eye for Radiance Field in the.md,Entity;Document;General
paper_0667_general_a_mixed_primitive_based_gaussian_splatting_method_for_surfac,A Mixed-Primitive-based Gaussian Splatting Method for Surfac,document,General,0667_[General]_A Mixed-Primitive-based Gaussian Splatting Method for Surfac.md,Entity;Document;General
paper_0668_general_3dgaa_realistic_and_robust_3d_gaussian_based_adversarial_at,3DGAA Realistic and Robust 3D Gaussian-based Adversarial At,document,General,0668_[General]_3DGAA Realistic and Robust 3D Gaussian-based Adversarial At.md,Entity;Document;General
paper_0669_general_repaintgs_reference_guided_gaussian_splatting_for_realistic,RePaintGS Reference-Guided Gaussian Splatting for Realistic,document,General,0669_[General]_RePaintGS Reference-Guided Gaussian Splatting for Realistic.md,Entity;Document;General
paper_0670_general_rtr_gs_3d_gaussian_splatting_for_inverse_rendering_with_rad,RTR-GS 3D Gaussian Splatting for Inverse Rendering with Rad,document,General,0670_[General]_RTR-GS 3D Gaussian Splatting for Inverse Rendering with Rad.md,Entity;Document;General
paper_0671_general_sd_gs_structured_deformable_3d_gaussians_for_efficient_dyna,SD-GS Structured Deformable 3D Gaussians for Efficient Dyna,document,General,0671_[General]_SD-GS Structured Deformable 3D Gaussians for Efficient Dyna.md,Entity;Document;General
paper_0672_general_lighthousegs_indoor_structure_aware_3d_gaussian_splatting_f,LighthouseGS Indoor Structure-aware 3D Gaussian Splatting f,document,General,0672_[General]_LighthouseGS Indoor Structure-aware 3D Gaussian Splatting f.md,Entity;Document;General
